transition_date,year,month,person_id,age_group,age,gender,race,facility,full_name,time_period,state_id,state_code
2017-12-15,2017,12,0002070035,60+,64,FEMALE,HISPANIC,FACILITY_1,"Jones, James",months_25_60,55518,US_OZ
2017-12-15,2017,12,0003918454,60+,68,FEMALE,WHITE,FACILITY_1,"Brown, Charlotte",months_25_60,63117,US_OZ
2017-12-20,2017,12,0004573721,60+,69,FEMALE,WHITE,FACILITY_1,"Garcia, Benjamin",months_25_60,56004,US_OZ
2017-12-11,2017,12,0008929533,60+,91,MALE,HISPANIC,FACILITY_2,"Gonzales, Noah",months_25_60,75270,US_OZ
2017-12-22,2017,12,0007696537,60+,77,FEMALE,WHITE,FACILITY_2,"Davis, Ava",months_25_60,77618,US_OZ
2017-12-01,2017,12,0002385266,60+,90,FEMALE,WHITE,FACILITY_2,"Davis, Benjamin",months_25_60,31254,US_OZ
2017-12-19,2017,12,0006388553,60+,60,MALE,BLACK,FACILITY_3,"Brown, Ava",months_25_60,24035,US_OZ
2017-12-07,2017,12,0008084628,60+,97,MALE,BLACK,FACILITY_3,"Anderson, Ethan",months_25_60,64359,US_OZ
2017-12-05,2017,12,0002315255,60+,85,MALE,WHITE,FACILITY_3,"Johnson, Oliver",months_25_60,41203,US_OZ
2017-12-03,2017,12,0002395395,60+,83,FEMALE,BLACK,FACILITY_3,"Davis, Sophia",months_25_60,46715,US_OZ
2017-12-09,2017,12,0009055020,60+,79,FEMALE,BLACK,FACILITY_3,"Smith, Isabella",months_25_60,75763,US_OZ
2017-12-16,2017,12,0001061750,60+,65,FEMALE,HISPANIC,FACILITY_3,"Gonzales, James",months_25_60,84836,US_OZ
2017-12-26,2017,12,0000685181,60+,98,FEMALE,WHITE,FACILITY_3,"Smith, Evelyn",months_25_60,67392,US_OZ
2017-12-03,2017,12,0008407809,60+,61,MALE,BLACK,FACILITY_4,"Davis, Oliver",months_25_60,25653,US_OZ
2017-12-20,2017,12,0006274226,60+,71,MALE,HISPANIC,FACILITY_4,"Jones, James",months_25_60,98289,US_OZ
2017-12-18,2017,12,0005939993,60+,74,MALE,HISPANIC,FACILITY_4,"Williams, James",months_25_60,82607,US_OZ
2017-12-04,2017,12,0004552508,60+,65,MALE,WHITE,FACILITY_4,"Brown, Amelia",months_25_60,27593,US_OZ
2017-12-18,2017,12,0003390634,60+,74,MALE,WHITE,FACILITY_4,"Smith, Benjamin",months_25_60,88311,US_OZ
2017-12-23,2017,12,0001783121,60+,89,FEMALE,BLACK,FACILITY_4,"Brown, Mason",months_25_60,77677,US_OZ
2017-12-05,2017,12,0004115739,60+,75,FEMALE,BLACK,FACILITY_4,"Gonzales, Mia",months_25_60,50322,US_OZ
2017-12-16,2017,12,0004675519,60+,93,FEMALE,HISPANIC,FACILITY_4,"Jones, Emma",months_25_60,35401,US_OZ
2017-12-16,2017,12,0006698324,60+,89,FEMALE,WHITE,FACILITY_4,"Williams, Charlotte",months_25_60,33122,US_OZ
2017-12-13,2017,12,0006815005,60+,70,MALE,BLACK,FACILITY_5,"Jones, Amelia",months_25_60,05719,US_OZ
2017-12-23,2017,12,0005740660,60+,65,MALE,BLACK,FACILITY_5,"Jones, Ava",months_25_60,32936,US_OZ
2017-12-06,2017,12,0005628315,60+,93,MALE,WHITE,FACILITY_5,"Davis, Ava",months_25_60,85569,US_OZ
2017-12-18,2017,12,0008268647,60+,84,FEMALE,WHITE,FACILITY_5,"Davis, James",months_25_60,52692,US_OZ
2017-12-25,2017,12,0008124525,60+,80,FEMALE,WHITE,FACILITY_5,"Jones, Noah",months_25_60,48816,US_OZ
2018-01-28,2018,1,0000255467,<25,20,MALE,HISPANIC,FACILITY_1,"Gonzales, Mia",months_25_60,34680,US_OZ
2018-01-16,2018,1,0005637066,<25,21,MALE,WHITE,FACILITY_1,"Anderson, Ava",months_25_60,55368,US_OZ
2018-01-18,2018,1,0001966330,<25,22,MALE,WHITE,FACILITY_1,"Brown, William",months_25_60,89788,US_OZ
2018-01-25,2018,1,0003210062,<25,18,FEMALE,BLACK,FACILITY_1,"Gonzales, Isabella",months_25_60,95724,US_OZ
2018-01-04,2018,1,0002725439,<25,19,FEMALE,BLACK,FACILITY_1,"Rodriguez, Benjamin",months_25_60,87749,US_OZ
2018-01-13,2018,1,0001027643,<25,22,FEMALE,WHITE,FACILITY_1,"Brown, Lucas",months_25_60,03048,US_OZ
2018-01-05,2018,1,0000956554,<25,22,FEMALE,WHITE,FACILITY_1,"Davis, Oliver",months_25_60,28175,US_OZ
2018-01-02,2018,1,0007084370,<25,21,MALE,BLACK,FACILITY_2,"Smith, William",months_25_60,96179,US_OZ
2018-01-02,2018,1,0000844753,<25,19,MALE,HISPANIC,FACILITY_2,"Garcia, Oliver",months_25_60,77610,US_OZ
2018-01-16,2018,1,0000377338,<25,22,MALE,WHITE,FACILITY_2,"Jones, Lucas",months_25_60,13789,US_OZ
2018-01-12,2018,1,0001926144,<25,19,FEMALE,BLACK,FACILITY_2,"Anderson, Ethan",months_25_60,39191,US_OZ
2018-01-17,2018,1,0005370176,<25,24,FEMALE,HISPANIC,FACILITY_2,"Rodriguez, Liam",months_25_60,56499,US_OZ
2018-01-28,2018,1,0009498036,<25,20,FEMALE,HISPANIC,FACILITY_2,"Jones, Mia",months_25_60,39266,US_OZ
2018-01-10,2018,1,0002417230,<25,24,MALE,BLACK,FACILITY_3,"Rodriguez, Elijah",months_25_60,95520,US_OZ
2018-01-10,2018,1,0007345767,<25,20,MALE,HISPANIC,FACILITY_3,"Johnson, Isabella",months_25_60,01328,US_OZ
2018-01-28,2018,1,0007761846,<25,19,MALE,HISPANIC,FACILITY_3,"Williams, Mia",months_25_60,52230,US_OZ
2018-01-20,2018,1,0007170757,<25,20,FEMALE,BLACK,FACILITY_3,"Garcia, Charlotte",months_25_60,85433,US_OZ
2018-01-24,2018,1,0006821073,<25,21,FEMALE,BLACK,FACILITY_3,"Jones, Isabella",months_25_60,06203,US_OZ
2018-01-16,2018,1,0001303020,<25,21,FEMALE,HISPANIC,FACILITY_3,"Jones, Ava",months_25_60,12525,US_OZ
2018-01-26,2018,1,0008584948,<25,19,FEMALE,WHITE,FACILITY_3,"Davis, Amelia",months_25_60,31784,US_OZ
2018-01-12,2018,1,0004384769,<25,18,FEMALE,WHITE,FACILITY_3,"Garcia, Lucas",months_25_60,13951,US_OZ
2018-01-28,2018,1,0004325688,<25,19,MALE,BLACK,FACILITY_4,"Davis, Ethan",months_25_60,58578,US_OZ
2018-01-04,2018,1,0000136494,<25,22,MALE,HISPANIC,FACILITY_4,"Rodriguez, Elijah",months_25_60,13287,US_OZ
2018-01-05,2018,1,0008705272,<25,21,FEMALE,BLACK,FACILITY_4,"Jones, Mia",months_25_60,94103,US_OZ
2018-01-24,2018,1,0004912995,<25,23,FEMALE,HISPANIC,FACILITY_4,"Jones, Mason",months_25_60,23343,US_OZ
2018-01-03,2018,1,0002800108,<25,18,FEMALE,WHITE,FACILITY_4,"Gonzales, Liam",months_25_60,78102,US_OZ
2018-01-22,2018,1,0006471412,<25,24,MALE,BLACK,FACILITY_5,"Davis, Evelyn",months_25_60,84623,US_OZ
2018-01-17,2018,1,0000495355,<25,19,MALE,WHITE,FACILITY_5,"Rodriguez, Lucas",months_25_60,35930,US_OZ
2018-01-07,2018,1,0006967154,<25,21,FEMALE,HISPANIC,FACILITY_5,"Rodriguez, Noah",months_25_60,95599,US_OZ
2018-01-11,2018,1,0001507303,<25,18,FEMALE,WHITE,FACILITY_5,"Johnson, Harper",months_25_60,37568,US_OZ
2018-01-07,2018,1,0000560608,25-29,25,MALE,HISPANIC,FACILITY_1,"Garcia, Emma",months_25_60,67035,US_OZ
2018-01-02,2018,1,0002778400,25-29,26,MALE,HISPANIC,FACILITY_1,"Williams, Olivia",months_25_60,15361,US_OZ
2018-01-15,2018,1,0008411488,25-29,29,MALE,WHITE,FACILITY_1,"Smith, William",months_25_60,24313,US_OZ
2018-01-17,2018,1,0009171435,25-29,29,FEMALE,BLACK,FACILITY_1,"Brown, Elijah",months_25_60,57870,US_OZ
2018-01-27,2018,1,0003663519,25-29,25,FEMALE,BLACK,FACILITY_1,"Rodriguez, William",months_25_60,70957,US_OZ
2018-01-20,2018,1,0000815970,25-29,27,FEMALE,HISPANIC,FACILITY_1,"Anderson, Harper",months_25_60,46730,US_OZ
2018-01-24,2018,1,0006012384,25-29,27,FEMALE,HISPANIC,FACILITY_1,"Gonzales, Elijah",months_25_60,71266,US_OZ
2018-01-25,2018,1,0009900605,25-29,26,MALE,BLACK,FACILITY_2,"Jones, Ethan",months_25_60,14427,US_OZ
2018-01-25,2018,1,0002843657,25-29,25,MALE,BLACK,FACILITY_2,"Gonzales, Emma",months_25_60,56003,US_OZ
2018-01-06,2018,1,0004419454,25-29,29,FEMALE,BLACK,FACILITY_2,"Gonzales, Sophia",months_25_60,03686,US_OZ
2018-01-08,2018,1,0009963389,25-29,28,FEMALE,WHITE,FACILITY_2,"Williams, Emma",months_25_60,03059,US_OZ
2018-01-07,2018,1,0006571060,25-29,25,FEMALE,WHITE,FACILITY_2,"Rodriguez, Lucas",months_25_60,11380,US_OZ
2018-01-24,2018,1,0008259522,25-29,28,MALE,BLACK,FACILITY_3,"Davis, Sophia",months_25_60,44838,US_OZ
2018-01-09,2018,1,0008930467,25-29,29,MALE,BLACK,FACILITY_3,"Jones, Mason",months_25_60,83534,US_OZ
2018-01-07,2018,1,0006795722,25-29,28,MALE,HISPANIC,FACILITY_3,"Jones, Noah",months_25_60,85430,US_OZ
2018-01-04,2018,1,0001652043,25-29,25,MALE,HISPANIC,FACILITY_3,"Brown, Liam",months_25_60,27358,US_OZ
2018-01-14,2018,1,0006375912,25-29,28,FEMALE,HISPANIC,FACILITY_3,"Davis, James",months_25_60,22462,US_OZ
2018-01-12,2018,1,0006558379,25-29,27,FEMALE,WHITE,FACILITY_3,"Garcia, Emma",months_25_60,14473,US_OZ
2018-01-16,2018,1,0001761620,25-29,26,MALE,BLACK,FACILITY_4,"Rodriguez, James",months_25_60,03097,US_OZ
2018-01-24,2018,1,0003338638,25-29,28,MALE,WHITE,FACILITY_4,"Gonzales, Liam",months_25_60,27428,US_OZ
2018-01-22,2018,1,0004108924,25-29,26,MALE,WHITE,FACILITY_4,"Jones, Sophia",months_25_60,73359,US_OZ
2018-01-27,2018,1,0000776965,25-29,29,FEMALE,BLACK,FACILITY_4,"Gonzales, William",months_25_60,57145,US_OZ
2018-01-22,2018,1,0005843397,25-29,26,FEMALE,BLACK,FACILITY_4,"Gonzales, Noah",months_25_60,41296,US_OZ
2018-01-08,2018,1,0008687203,25-29,28,FEMALE,HISPANIC,FACILITY_4,"Jones, Amelia",months_25_60,69202,US_OZ
2018-01-23,2018,1,0001179520,25-29,25,FEMALE,WHITE,FACILITY_4,"Gonzales, James",months_25_60,51562,US_OZ
2018-01-13,2018,1,0009851572,25-29,25,MALE,HISPANIC,FACILITY_5,"Garcia, Evelyn",months_25_60,23850,US_OZ
2018-01-27,2018,1,0009663387,25-29,28,FEMALE,BLACK,FACILITY_5,"Brown, Lucas",months_25_60,72850,US_OZ
2018-01-17,2018,1,0005217189,25-29,25,FEMALE,BLACK,FACILITY_5,"Smith, Elijah",months_25_60,56387,US_OZ
2018-01-05,2018,1,0002960971,30-34,30,MALE,BLACK,FACILITY_1,"Johnson, Oliver",months_25_60,35196,US_OZ
2018-01-13,2018,1,0008697759,30-34,32,MALE,BLACK,FACILITY_1,"Jones, Mia",months_25_60,18225,US_OZ
2018-01-28,2018,1,0005798299,30-34,32,MALE,WHITE,FACILITY_1,"Gonzales, William",months_25_60,95480,US_OZ
2018-01-23,2018,1,0009316801,30-34,34,FEMALE,BLACK,FACILITY_1,"Garcia, Mia",months_25_60,31802,US_OZ
2018-01-17,2018,1,0006734764,30-34,31,FEMALE,HISPANIC,FACILITY_1,"Gonzales, Harper",months_25_60,91586,US_OZ
2018-01-07,2018,1,0007315128,30-34,32,FEMALE,HISPANIC,FACILITY_1,"Anderson, Mia",months_25_60,66108,US_OZ
2018-01-11,2018,1,0007843386,30-34,34,FEMALE,WHITE,FACILITY_1,"Williams, William",months_25_60,82063,US_OZ
2018-01-24,2018,1,0000692848,30-34,34,MALE,BLACK,FACILITY_2,"Brown, Ava",months_25_60,23536,US_OZ
2018-01-05,2018,1,0001985621,30-34,31,MALE,BLACK,FACILITY_2,"Gonzales, William",months_25_60,86149,US_OZ
2018-01-21,2018,1,0001359804,30-34,31,MALE,WHITE,FACILITY_2,"Gonzales, Elijah",months_25_60,41956,US_OZ
2018-01-26,2018,1,0009193052,30-34,31,MALE,WHITE,FACILITY_2,"Smith, Oliver",months_25_60,80702,US_OZ
2018-01-27,2018,1,0003359431,30-34,33,FEMALE,WHITE,FACILITY_2,"Johnson, Ethan",months_25_60,04582,US_OZ
2018-01-23,2018,1,0001666740,30-34,31,FEMALE,WHITE,FACILITY_2,"Rodriguez, William",months_25_60,31681,US_OZ
2018-01-21,2018,1,0000767497,30-34,30,MALE,BLACK,FACILITY_3,"Smith, Olivia",months_25_60,22827,US_OZ
2018-01-24,2018,1,0000956719,30-34,33,MALE,BLACK,FACILITY_3,"Smith, Amelia",months_25_60,12283,US_OZ
2018-01-07,2018,1,0001878253,30-34,34,MALE,HISPANIC,FACILITY_3,"Anderson, Harper",months_25_60,02292,US_OZ
2018-01-11,2018,1,0007997030,30-34,31,FEMALE,BLACK,FACILITY_3,"Smith, Elijah",months_25_60,00235,US_OZ
2018-01-03,2018,1,0008227675,30-34,31,FEMALE,BLACK,FACILITY_3,"Garcia, Ethan",months_25_60,68224,US_OZ
2018-01-17,2018,1,0009766644,30-34,31,FEMALE,HISPANIC,FACILITY_3,"Davis, William",months_25_60,71498,US_OZ
2018-01-08,2018,1,0004145469,30-34,31,FEMALE,WHITE,FACILITY_3,"Garcia, Liam",months_25_60,33765,US_OZ
2018-01-15,2018,1,0007171431,30-34,31,MALE,BLACK,FACILITY_4,"Smith, Oliver",months_25_60,76549,US_OZ
2018-01-16,2018,1,0004182543,30-34,34,MALE,HISPANIC,FACILITY_4,"Anderson, Oliver",months_25_60,89576,US_OZ
2018-01-06,2018,1,0000591708,30-34,32,MALE,WHITE,FACILITY_4,"Smith, Evelyn",months_25_60,23491,US_OZ
2018-01-28,2018,1,0008982214,30-34,30,FEMALE,BLACK,FACILITY_4,"Garcia, Harper",months_25_60,90867,US_OZ
2018-01-03,2018,1,0009411994,30-34,33,FEMALE,BLACK,FACILITY_4,"Williams, Amelia",months_25_60,33055,US_OZ
2018-01-24,2018,1,0006160707,30-34,33,FEMALE,HISPANIC,FACILITY_4,"Smith, Noah",months_25_60,73947,US_OZ
2018-01-06,2018,1,0002500045,30-34,33,MALE,HISPANIC,FACILITY_5,"Gonzales, Ethan",months_25_60,07875,US_OZ
2018-01-05,2018,1,0003813226,30-34,32,MALE,HISPANIC,FACILITY_5,"Gonzales, Evelyn",months_25_60,68655,US_OZ
2018-01-10,2018,1,0008856666,30-34,31,FEMALE,HISPANIC,FACILITY_5,"Rodriguez, James",months_25_60,18107,US_OZ
2018-01-01,2018,1,0004151473,30-34,32,FEMALE,HISPANIC,FACILITY_5,"Gonzales, Benjamin",months_25_60,95288,US_OZ
2018-01-28,2018,1,0002712310,30-34,34,FEMALE,WHITE,FACILITY_5,"Anderson, Mia",months_25_60,64156,US_OZ
2018-01-13,2018,1,0002804651,60+,61,MALE,BLACK,FACILITY_1,"Smith, Mia",months_25_60,64837,US_OZ
2018-01-17,2018,1,0006958693,60+,63,MALE,HISPANIC,FACILITY_1,"Jones, Sophia",months_25_60,42582,US_OZ
2018-01-04,2018,1,0004648932,60+,66,MALE,WHITE,FACILITY_1,"Anderson, Amelia",months_25_60,48700,US_OZ
2018-01-08,2018,1,0003444769,60+,75,MALE,WHITE,FACILITY_1,"Williams, Lucas",months_25_60,95196,US_OZ
2018-01-12,2018,1,0006044593,60+,81,FEMALE,BLACK,FACILITY_1,"Williams, Lucas",months_25_60,50071,US_OZ
2018-01-14,2018,1,0004640232,60+,81,FEMALE,BLACK,FACILITY_1,"Jones, William",months_25_60,61996,US_OZ
2018-01-23,2018,1,0009493599,60+,92,FEMALE,WHITE,FACILITY_1,"Smith, Evelyn",months_25_60,57429,US_OZ
2018-01-19,2018,1,0003679426,60+,62,MALE,BLACK,FACILITY_2,"Gonzales, Amelia",months_25_60,38101,US_OZ
2018-01-13,2018,1,0000201548,60+,77,MALE,HISPANIC,FACILITY_2,"Anderson, Isabella",months_25_60,73375,US_OZ
2018-01-27,2018,1,0001090624,60+,96,FEMALE,HISPANIC,FACILITY_2,"Gonzales, Oliver",months_25_60,66702,US_OZ
2018-01-11,2018,1,0007167910,60+,87,FEMALE,WHITE,FACILITY_2,"Anderson, Elijah",months_25_60,41681,US_OZ
2018-01-04,2018,1,0008996146,60+,68,FEMALE,WHITE,FACILITY_2,"Anderson, Isabella",months_25_60,72747,US_OZ
2018-01-23,2018,1,0006814210,60+,88,MALE,HISPANIC,FACILITY_3,"Williams, Oliver",months_25_60,07667,US_OZ
2018-01-27,2018,1,0005242416,60+,81,MALE,WHITE,FACILITY_3,"Anderson, Ethan",months_25_60,43048,US_OZ
2018-01-16,2018,1,0006629523,60+,65,FEMALE,BLACK,FACILITY_3,"Rodriguez, Emma",months_25_60,21914,US_OZ
2018-01-27,2018,1,0007884579,60+,66,FEMALE,HISPANIC,FACILITY_3,"Garcia, Emma",months_25_60,20602,US_OZ
2018-01-21,2018,1,0006175143,60+,80,FEMALE,WHITE,FACILITY_3,"Gonzales, Sophia",months_25_60,85704,US_OZ
2018-01-27,2018,1,0006469868,60+,76,FEMALE,WHITE,FACILITY_3,"Anderson, Noah",months_25_60,16218,US_OZ
2018-01-14,2018,1,0002937459,60+,98,MALE,BLACK,FACILITY_4,"Anderson, Ethan",months_25_60,21270,US_OZ
2018-01-10,2018,1,0008101166,60+,80,MALE,BLACK,FACILITY_4,"Smith, Emma",months_25_60,50070,US_OZ
2018-01-14,2018,1,0001944409,60+,93,MALE,HISPANIC,FACILITY_4,"Brown, Elijah",months_25_60,85482,US_OZ
2018-01-28,2018,1,0000638784,60+,67,MALE,WHITE,FACILITY_4,"Williams, Noah",months_25_60,96501,US_OZ
2018-01-23,2018,1,0005009952,60+,81,FEMALE,BLACK,FACILITY_4,"Davis, Mia",months_25_60,31867,US_OZ
2018-01-13,2018,1,0006751058,60+,69,FEMALE,HISPANIC,FACILITY_4,"Brown, Noah",months_25_60,21047,US_OZ
2018-01-09,2018,1,0006012733,60+,99,MALE,BLACK,FACILITY_5,"Brown, Benjamin",months_25_60,36674,US_OZ
2018-01-26,2018,1,0008845508,60+,74,MALE,BLACK,FACILITY_5,"Brown, Sophia",months_25_60,02594,US_OZ
2018-01-08,2018,1,0005997245,60+,85,FEMALE,WHITE,FACILITY_5,"Gonzales, Harper",months_25_60,98413,US_OZ
2018-02-05,2018,2,0003108643,<25,24,MALE,BLACK,FACILITY_1,"Gonzales, Charlotte",months_25_60,81888,US_OZ
2018-02-11,2018,2,0007466859,<25,21,MALE,BLACK,FACILITY_1,"Gonzales, Elijah",months_25_60,74395,US_OZ
2018-02-24,2018,2,0001313187,<25,18,MALE,HISPANIC,FACILITY_1,"Brown, Emma",months_25_60,17443,US_OZ
2018-02-18,2018,2,0008488535,<25,24,MALE,WHITE,FACILITY_1,"Johnson, Oliver",months_25_60,64018,US_OZ
2018-02-04,2018,2,0003611969,<25,23,FEMALE,BLACK,FACILITY_1,"Johnson, Evelyn",months_25_60,39514,US_OZ
2018-02-05,2018,2,0002362632,<25,20,FEMALE,BLACK,FACILITY_1,"Rodriguez, Mia",months_25_60,08271,US_OZ
2018-02-14,2018,2,0002590750,<25,19,FEMALE,HISPANIC,FACILITY_1,"Garcia, James",months_25_60,56225,US_OZ
2018-02-28,2018,2,0006413576,<25,18,FEMALE,HISPANIC,FACILITY_1,"Johnson, Isabella",months_25_60,70498,US_OZ
2018-02-07,2018,2,0004258401,<25,24,FEMALE,WHITE,FACILITY_1,"Rodriguez, Mason",months_25_60,20180,US_OZ
2018-02-28,2018,2,0003916016,<25,18,FEMALE,WHITE,FACILITY_1,"Garcia, Sophia",months_25_60,76675,US_OZ
2018-02-17,2018,2,0001668737,<25,22,MALE,BLACK,FACILITY_2,"Garcia, Sophia",months_25_60,82579,US_OZ
2018-02-14,2018,2,0001350187,<25,18,MALE,BLACK,FACILITY_2,"Johnson, Mia",months_25_60,67151,US_OZ
2018-02-17,2018,2,0005781742,<25,19,MALE,HISPANIC,FACILITY_2,"Rodriguez, Charlotte",months_25_60,63071,US_OZ
2018-02-01,2018,2,0004896623,<25,19,MALE,WHITE,FACILITY_2,"Garcia, Charlotte",months_25_60,30790,US_OZ
2018-02-09,2018,2,0009285201,<25,18,FEMALE,BLACK,FACILITY_2,"Davis, Charlotte",months_25_60,52926,US_OZ
2018-02-03,2018,2,0002029884,<25,22,FEMALE,BLACK,FACILITY_2,"Jones, Elijah",months_25_60,51757,US_OZ
2018-02-25,2018,2,0004037068,<25,23,FEMALE,HISPANIC,FACILITY_2,"Brown, Liam",months_25_60,94730,US_OZ
2018-02-09,2018,2,0006406710,<25,20,FEMALE,WHITE,FACILITY_2,"Garcia, William",months_25_60,22345,US_OZ
2018-02-17,2018,2,0006859762,<25,19,MALE,BLACK,FACILITY_3,"Anderson, Evelyn",months_25_60,52958,US_OZ
2018-02-24,2018,2,0002584967,<25,23,MALE,BLACK,FACILITY_3,"Davis, William",months_25_60,57734,US_OZ
2018-02-23,2018,2,0005920867,<25,18,MALE,WHITE,FACILITY_3,"Jones, Mason",months_25_60,27897,US_OZ
2018-02-01,2018,2,0006516116,<25,22,FEMALE,BLACK,FACILITY_3,"Johnson, Olivia",months_25_60,01551,US_OZ
2018-02-25,2018,2,0006075443,<25,19,FEMALE,HISPANIC,FACILITY_3,"Rodriguez, Amelia",months_25_60,57313,US_OZ
2018-02-03,2018,2,0008549366,<25,22,FEMALE,HISPANIC,FACILITY_3,"Jones, Elijah",months_25_60,29244,US_OZ
2018-02-14,2018,2,0004003621,<25,18,FEMALE,WHITE,FACILITY_3,"Johnson, Elijah",months_25_60,64033,US_OZ
2018-02-22,2018,2,0000686187,<25,18,MALE,BLACK,FACILITY_4,"Anderson, James",months_25_60,40608,US_OZ
2018-02-12,2018,2,0002192894,<25,19,MALE,HISPANIC,FACILITY_4,"Jones, Elijah",months_25_60,59966,US_OZ
2018-02-21,2018,2,0008199629,<25,23,MALE,WHITE,FACILITY_4,"Gonzales, Isabella",months_25_60,16380,US_OZ
2018-02-05,2018,2,0009522123,<25,19,FEMALE,BLACK,FACILITY_4,"Gonzales, Mason",months_25_60,40895,US_OZ
2018-02-22,2018,2,0006751131,<25,20,FEMALE,HISPANIC,FACILITY_4,"Johnson, William",months_25_60,31118,US_OZ
2018-02-22,2018,2,0009200327,<25,19,FEMALE,WHITE,FACILITY_4,"Brown, Isabella",months_25_60,77383,US_OZ
2018-02-10,2018,2,0005078969,<25,20,MALE,BLACK,FACILITY_5,"Smith, Elijah",months_25_60,33500,US_OZ
2018-02-04,2018,2,0009510338,<25,18,MALE,HISPANIC,FACILITY_5,"Gonzales, Emma",months_25_60,99033,US_OZ
2018-02-24,2018,2,0009944924,<25,19,FEMALE,BLACK,FACILITY_5,"Davis, Harper",months_25_60,48630,US_OZ
2018-02-10,2018,2,0007129855,<25,24,FEMALE,BLACK,FACILITY_5,"Rodriguez, Isabella",months_25_60,17265,US_OZ
2018-02-22,2018,2,0001166517,<25,20,FEMALE,HISPANIC,FACILITY_5,"Anderson, Oliver",months_25_60,37770,US_OZ
2018-02-23,2018,2,0003525330,25-29,26,MALE,BLACK,FACILITY_1,"Gonzales, William",months_25_60,57512,US_OZ
2018-02-25,2018,2,0002660432,25-29,25,MALE,HISPANIC,FACILITY_1,"Smith, Mason",months_25_60,81574,US_OZ
2018-02-22,2018,2,0008638348,25-29,28,MALE,HISPANIC,FACILITY_1,"Rodriguez, Ethan",months_25_60,94295,US_OZ
2018-02-07,2018,2,0001555308,25-29,27,MALE,WHITE,FACILITY_1,"Anderson, William",months_25_60,12809,US_OZ
2018-02-12,2018,2,0000158181,25-29,27,FEMALE,WHITE,FACILITY_1,"Gonzales, Sophia",months_25_60,28342,US_OZ
2018-02-17,2018,2,0000899449,25-29,29,FEMALE,WHITE,FACILITY_1,"Garcia, Oliver",months_25_60,49681,US_OZ
2018-02-02,2018,2,0008792734,25-29,28,MALE,HISPANIC,FACILITY_2,"Anderson, Charlotte",months_25_60,79702,US_OZ
2018-02-26,2018,2,0004772380,25-29,28,MALE,HISPANIC,FACILITY_2,"Garcia, Ava",months_25_60,40558,US_OZ
2018-02-16,2018,2,0005864565,25-29,28,MALE,HISPANIC,FACILITY_3,"Brown, Emma",months_25_60,85162,US_OZ
2018-02-23,2018,2,0000358845,25-29,27,MALE,HISPANIC,FACILITY_3,"Brown, Oliver",months_25_60,25260,US_OZ
2018-02-26,2018,2,0009447868,25-29,27,FEMALE,BLACK,FACILITY_3,"Jones, Noah",months_25_60,66953,US_OZ
2018-02-10,2018,2,0000089288,25-29,27,FEMALE,BLACK,FACILITY_3,"Garcia, Ava",months_25_60,10901,US_OZ
2018-02-13,2018,2,0000220638,25-29,27,FEMALE,HISPANIC,FACILITY_3,"Anderson, Oliver",months_25_60,10840,US_OZ
2018-02-16,2018,2,0006167509,25-29,25,FEMALE,HISPANIC,FACILITY_3,"Davis, Sophia",months_25_60,97003,US_OZ
2018-02-01,2018,2,0009802966,25-29,27,FEMALE,WHITE,FACILITY_3,"Rodriguez, Olivia",months_25_60,82692,US_OZ
2018-02-27,2018,2,0009707454,25-29,28,MALE,HISPANIC,FACILITY_4,"Smith, Harper",months_25_60,70301,US_OZ
2018-02-19,2018,2,0001320842,25-29,27,MALE,WHITE,FACILITY_4,"Anderson, Benjamin",months_25_60,46906,US_OZ
2018-02-09,2018,2,0009284481,25-29,27,MALE,WHITE,FACILITY_4,"Gonzales, Sophia",months_25_60,24878,US_OZ
2018-02-14,2018,2,0005218954,25-29,28,FEMALE,BLACK,FACILITY_4,"Anderson, Charlotte",months_25_60,62276,US_OZ
2018-02-01,2018,2,0003459724,25-29,26,FEMALE,WHITE,FACILITY_4,"Anderson, William",months_25_60,20026,US_OZ
2018-02-01,2018,2,0001182003,25-29,25,MALE,BLACK,FACILITY_5,"Smith, Charlotte",months_25_60,22437,US_OZ
2018-02-16,2018,2,0008942363,25-29,26,MALE,BLACK,FACILITY_5,"Smith, Mason",months_25_60,78332,US_OZ
2018-02-07,2018,2,0004586793,25-29,27,FEMALE,BLACK,FACILITY_5,"Gonzales, Charlotte",months_25_60,94951,US_OZ
2018-02-19,2018,2,0002841634,25-29,28,FEMALE,BLACK,FACILITY_5,"Smith, Evelyn",months_25_60,18862,US_OZ
2018-02-06,2018,2,0004919135,25-29,28,FEMALE,HISPANIC,FACILITY_5,"Anderson, William",months_25_60,39943,US_OZ
2018-02-17,2018,2,0007227803,25-29,26,FEMALE,WHITE,FACILITY_5,"Johnson, Noah",months_25_60,22064,US_OZ
2018-02-15,2018,2,0005007819,25-29,29,FEMALE,WHITE,FACILITY_5,"Johnson, Ethan",months_25_60,23403,US_OZ
2018-02-02,2018,2,0007443044,30-34,31,MALE,BLACK,FACILITY_1,"Williams, Olivia",months_25_60,94850,US_OZ
2018-02-10,2018,2,0000113391,30-34,30,MALE,HISPANIC,FACILITY_1,"Gonzales, Elijah",months_25_60,84064,US_OZ
2018-02-03,2018,2,0000498298,30-34,34,FEMALE,BLACK,FACILITY_1,"Johnson, Oliver",months_25_60,80765,US_OZ
2018-02-06,2018,2,0008435015,30-34,34,FEMALE,WHITE,FACILITY_1,"Garcia, James",months_25_60,30688,US_OZ
